trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.5, 'e': 0.33085951069301006}",20,9,9.658073461837803,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.3287459668151417}",20,12,4.816530511302719,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.3266307751802755}",20,4,-6.938396735514271,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.3245139463902804}",20,10,-2.7282176863548058,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.32239549105523235}",25,2,-31.457613303341887,"{0: 20, 1: 0, 2: 1, 3: 2, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.3202754197933589}",20,15,10.778364852601317,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.3181537432309875}",35,24,22.863382203417693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.3160304720024916}",20,16,6.290642420454404,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.3139056167502377}",20,12,-29.47854422575479,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
560,False,"{'a': 0.5, 'e': 0.3117791881245316}",30,7,9.090638835950163,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.30965119678356534}",20,7,-39.59781274629787,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
562,False,"{'a': 0.5, 'e': 0.30752165339336374}",20,4,1.6996216010995253,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.3053905686277308}",30,10,7.967954608507011,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.3032579531681963}",25,18,1.3902096377210174,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.30112381770396224}",20,4,21.99859008359934,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.2989881729318493}",20,0,-2.3105480633814546,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
567,False,"{'a': 0.5, 'e': 0.29685102955624315}",25,19,10.745466233980743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.2947123982890408}",30,2,5.863312057449784,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.29257228984959704}",25,17,11.222213761882612,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.2904307149646705}",25,16,-45.271129418770144,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
571,False,"{'a': 0.5, 'e': 0.2882876843683701}",20,10,6.8348889292616,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.286143208802101}",25,12,7.508468777934287,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.28399729901451143}",30,12,-18.934387317714094,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
574,False,"{'a': 0.5, 'e': 0.2818499657614375}",20,0,-21.27188554266614,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
575,False,"{'a': 0.5, 'e': 0.2797012198058505}",30,16,24.462265213461038,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.27755107191780265}",20,1,26.699629763623392,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.2753995328743726}",25,6,19.33669128860016,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.2732466134596125}",20,6,-7.120598470628029,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.27109232446449283}",30,16,-7.5404457743232465,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.26893667668684845}",30,13,8.893426173572845,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.26677968093132526}",25,16,18.57755586734066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.26462134800932513}",20,10,17.567965486932295,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.2624616887389529}",30,23,13.409530734214197,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.260300713944961}",30,12,18.31140809747792,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.25813843445869494}",25,14,13.234246546786586,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.2559748611180406}",20,10,-6.5367430442724,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.25381000476736826}",20,0,-12.091421260442344,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
588,False,"{'a': 0.5, 'e': 0.2516438762574798}",20,10,15.698998309895686,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.2494764864455529}",25,13,-1.1694231193608358,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.24730784619508744}",20,11,17.150816472590503,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.2451379663758503}",25,11,-8.306430592034236,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.24296685786382174}",20,10,-4.914724080937733,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.24079453154114103}",20,3,17.09573379668797,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.23862099829605068}",25,10,-15.046154065348853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
595,False,"{'a': 0.5, 'e': 0.23644626902284316}",20,13,9.12348065104441,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.23427035462180495}",20,12,16.62342987501014,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.23209326599916322}",25,14,23.123053333277614,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.229915014067031}",25,20,8.75773743462228,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.22773560974335147}",30,17,-32.94035556661589,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
600,False,"{'a': 0.5, 'e': 0.22555506395184416}",20,12,2.767319770770669,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.22337338762195008}",20,14,1.2917513378723187,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.22119059168877594}",20,15,9.799370560729015,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.2190066870930415}",20,2,18.875009332523486,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.21682168478102248}",25,10,26.395248302898835,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.21463559570449692}",25,7,27.260088190266853,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.21244843082069018}",25,0,27.29933423120204,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
607,False,"{'a': 0.5, 'e': 0.21026020109221896}",30,8,-6.102600570802938,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.20807091748703854}",35,21,0.06354048887256547,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.20588059097838562}",20,13,14.026042945601347,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.20368923254472446}",25,13,21.14301037356862,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.20149685316969146}",35,18,-0.756997506560471,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.19930346384204017}",30,4,39.414906648057645,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.19710907555558704}",20,7,-15.7595822948306,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
614,False,"{'a': 0.5, 'e': 0.19491369930915428}",20,6,28.53220287953971,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.19271734610651686}",20,6,-59.739532338010896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
616,False,"{'a': 0.5, 'e': 0.19052002695634632}",25,11,12.47362598484536,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.1883217528721555}",25,9,0.8115883417580465,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.1861225348722445}",20,12,-7.348164855273962,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.1839223839796433}",25,15,6.393873447111451,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.18172131122205856}",20,7,-32.46364086986058,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.1795193276318174}",20,11,1.569418486093133,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.17731644424581203}",20,0,-16.489227916873613,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
623,False,"{'a': 0.5, 'e': 0.1751126721054453}",20,15,10.57609247227151,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.17290802225657428}",25,18,-27.892234667582777,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
625,False,"{'a': 0.5, 'e': 0.17070250574945495}",25,2,42.3570315377293,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.16849613363868776}",20,5,-16.21077536825475,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.16628891698316134}",25,18,17.853839131254077,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.16408086684599793}",20,13,12.922271764267137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.16187199429449703}",20,16,4.632319150349265,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.1596623104000798}",20,11,-19.235140326793864,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.15745182623823478}",20,8,14.283600272094482,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.15524055288846111}",30,20,-5.32174946078981,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.15302850143421426}",20,11,15.51546527890755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.1508156829628491}",20,12,-17.260743440382072,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.1486021085655654}",20,0,-40.85416296759233,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
636,False,"{'a': 0.5, 'e': 0.1463877893373512}",25,14,22.12576110723869,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.14417273637692815}",30,22,17.678589227046928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.14195696078669615}",25,10,-56.456853017287855,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
639,False,"{'a': 0.5, 'e': 0.13974047367267628}",20,4,9.963290115024144,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.13752328614445652}",20,5,8.24414225207274,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.13530540931513477}",25,18,11.063058963576541,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.13308685430126435}",20,13,11.128590745263667,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.13086763222279826}",20,10,19.243360959151428,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.1286477542030323}",30,20,19.214110696134956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.12642723136855044}",25,13,-33.936522696271865,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
646,False,"{'a': 0.5, 'e': 0.12420607484916803}",20,11,-26.91566824785077,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
647,False,"{'a': 0.5, 'e': 0.121984295777877}",30,17,28.022628908507873,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.11976190529079012}",20,0,32.79797006860212,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
649,False,"{'a': 0.5, 'e': 0.11753891452708404}",25,0,24.220810557175696,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
650,False,"{'a': 0.5, 'e': 0.1153153346289444}",25,18,-0.2915853729570621,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.11309117674150997}",30,2,32.74214678715704,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.11086645201281559}",30,16,17.882318985189368,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.10864117159373862}",20,14,5.879492726922797,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.10641534663794083}",20,3,23.919353100459453,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.1041889883018135}",25,14,22.327838708216028,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.10196210774442162}",30,7,1.5357713146062364,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.09973471612744675}",35,6,38.85750276240513,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.09750682461513337}",20,13,14.791635122753606,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.09527844437423066}",30,9,35.699912666965005,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.09304958657393766}",25,13,21.218355811805328,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.5, 'e': 0.09082026238584708}",25,18,9.539190579649707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.088590482983889}",30,20,13.853360481878711,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.08636025954427608}",30,9,37.41779657481912,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.08412960324544526}",30,18,16.46470707753896,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.08189852526800398}",25,10,23.301696424887137,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.079667036794673}",20,10,4.546467560431235,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.07743514901023038}",20,16,5.749369358207576,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.0752028731014565}",25,20,11.326560741555836,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.07297022025707581}",20,5,2.952760986933649,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.0707372016677029}",30,11,28.777670409198038,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.06850382852578539}",20,3,30.826762672346288,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.06627011202554776}",25,11,-0.976358052142722,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.06403606336293616}",25,13,22.05882867967864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.061801693735561165}",20,1,24.467023811878413,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.05956701434264167}",25,3,25.307794392334856,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.05733203638494987}",25,9,15.913401851955049,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.055096771064753976}",25,8,31.868917778763496,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.05286122958576322}",25,20,6.9626265071013504,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.050625423153070545}",25,15,-22.340757352242573,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
680,False,"{'a': 0.5, 'e': 0.048389362973096484}",30,19,16.479105433707453,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.04615306025353406}",25,17,12.832803589680985,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.04391652620329154}",20,13,14.535087195364628,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.04167977203243734}",25,20,11.105113716012148,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.0394428089521425}",20,12,13.424838972564839,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.03720564817462561}",20,15,10.409631774237123,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.03496830091309553}",20,15,9.868691733729234,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.032730778381696225}",25,8,29.263663141657553,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.03049309179545064}",20,13,16.733695222760662,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.028255252370203304}",25,13,21.647804419542435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.026017271322565285}",35,19,29.809035561568713,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.02377915986985682}",20,12,14.476572831037899,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.021540929230052207}",30,22,17.615078266731004,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.019302590621723594}",25,9,15.26165783967911,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.017064155263983624}",25,14,21.192216325788443,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.014825634376430091}",20,15,8.416640281578868,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.012587039179089717}",20,8,20.029257442880308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.5, 'e': 0.010348380892360785}",25,19,8.417536767791326,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.008109670736959137}",20,12,15.671609972284818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.005870919933859703}",20,16,9.401812166724444,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.003632139704241368}",20,10,16.770338232412303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.0013933412694307381}",25,15,18.79967834390661,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,14,9.457660444047919,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,24,13.937149580618904,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,17,17.431686581874974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,13,22.279432290551355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,19,11.483873714099676,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,7,33.07709015687188,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,20,11.055174959565358,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,20,18.729924157754716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,7,27.139981207129715,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,0,39.1825309748057,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",20,6,28.645701574307814,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,16,26.57216022953471,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,13,22.78358695974753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,4,18.275855172391772,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",30,12,32.748800616556686,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,14,11.608817154829076,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,10,27.992666287836602,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,5,24.757887557883535,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,24,11.97782180970825,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,8,38.93543382592648,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
